Lead 1,Lead 2,Lead 3,Lead 4,Lead 5,Lead 6,Lead 7,Lead 8,Lead 9,Lead 10,Lead 11,Lead 12,Lead 13,Lead 14,Lead 15,Lead 16,Lead 17,Lead 18,Lead 19,Lead 20,Lead 21,Lead 22,Lead 23,Lead 24,Lead 25,Lead 26,Lead 27,Lead 28,Lead 29,Lead 30,Lead 31,Lead 32,Lead 33,Lead 34,Lead 35,Lead 36,Lead 37,Lead 38,Lead 39,Lead 40,Lead 41,Lead 42,Lead 43,Lead 44,Lead 45,Lead 46,Lead 47,Lead 48,Lead 49,Lead 50,Lead 51,Lead 52,Lead 53,Lead 54,Lead 55,Lead 56,Lead 57,Lead 58,Lead 59,Lead 60,Lead 61,Lead 62,Lead 63,Lead 64,Lead 65,Lead 66,Lead 67,Lead 68
-6852.996094,-166725.75,-166816.5,393161.75,484254.25,102787,-279660.5,76357.25,411106.25,74388.75,235520.25,148378.25,359816.25,-193461.5,72245,29161.25,185149.75,159639.5,243008.5,129246.5,161494.5,42162.25,44810.75,-317519,134323.25,349521.25,320676.25,83703,98937,91163.25,207861.75,258718,-7736.746094,337973,-49592.74609,-167802,-54607.99609,187006.75,113034,54089,11757.25,160628.25,-43678.74609,32633.75,-70470.25,345708.25,172129.25,88907,132140.75,150101.25,95940.75,-124904.5,-155922.25,72143.75,952058.75,216447,6567.75,121415,164113,-2135.996094,-209829.25,38335,165840.5,-126677,-714999,-717668.25,-332726.25,-273108.25
-7146.996094,-166882.25,-166886.25,393131.5,484290,102877,-279866.75,76233.25,411352.25,74380.5,235543,148343,359773.25,-193383.25,72142.25,28972.25,185119.75,159572.5,242927.25,129202,161449.75,42049.25,44709.25,-317625.75,134199.25,349440.25,320630.25,83596.75,98849.75,91112.5,207850,258625.25,-7931.246094,337903.75,-49720.49609,-167988.25,-54686.99609,186963,112994.5,54062.5,11512.75,160313,-43885.49609,32536.25,-70513.25,345613.75,172043.75,88870.75,132100.5,150049.5,95791.75,-125897.75,-155736,72059.5,952081.75,216477.5,6566,121422.75,164128.5,-2252.746094,-209286.75,38446.25,166177,-126537.5,-715378.75,-718032.5,-332106.75,-272726
-7202.496094,-167024,-167124,393142.5,484350,102852.25,-279896.75,76151.25,411453.5,74422,235485.25,148331,359810.75,-193357,71959.5,28747,185023.25,159556,242975.75,129187,161388.75,41884.75,44546.25,-317823.75,134031.75,349315.75,320469,83537,98816.75,91110,207869,258709,-7969.246094,337945.5,-49681.99609,-167980.75,-54659.49609,186988.5,113016,54092,11569.25,160512.75,-43872.24609,32572.5,-70506.25,345631.75,172090,88865.5,132190.5,150019.75,95665.75,-125930.75,-155394.5,72048.25,952060.25,216460,6638.5,121554.25,164231,-2182.996094,-208778,38554.75,166695.75,-126344,-715640.5,-717857.5,-331978.75,-272417.5
-7218.496094,-166935.75,-167154.5,393057.25,484232,102782.5,-279926.75,76092.5,411463,74385.75,235444,148287.25,359721.75,-193443.25,71711,28421.25,184941.5,159498.5,242925.5,129189,161312.75,41726.25,44385.5,-318111.25,133912.5,349347,320524,83651.75,98900,91140.25,207928.5,258671.75,-7905.496094,337737.25,-49892.99609,-168096,-54668.24609,186957.5,112905,53935.5,11724.5,160403.75,-43859.24609,32499.75,-70635,345631.5,172032,88812.75,132144.5,149953.75,95525.25,-125625.25,-155394,72011,952192.75,216439.5,6654,121493,164209,-2158.496094,-208287.5,38424,167234,-126412.5,-715495.25,-718030.5,-332530,-272578.75
-7176.746094,-166800.25,-166911.25,393092.25,484204.25,102845.5,-280018,76152.5,411407,74392.75,235458.75,148334.75,359797,-193363,71898.75,28659.25,185050.5,159574.25,243000.75,129252.75,161377,41783.25,44443.75,-318042.5,133845.75,349325.75,320555.75,83626.5,98844.25,91196.25,208001.5,258784.5,-7910.996094,337127.25,-49860.49609,-168082.75,-54636.74609,187090,113035.25,54107.5,11973.5,160575.75,-43841.74609,32569.75,-70579.25,345646.75,172126,88900.25,132196,150074.5,95615.25,-125120.5,-155558.25,72083.25,952396.75,216536,6819.5,121518.75,164227.25,-2096.996094,-208333.5,38379,167401.5,-126545.5,-714853.75,-717584.5,-332391.5,-272743
-7408.496094,-167146,-166897.25,392963.75,484061.25,102654.25,-280117.75,76078.75,411131,74250.75,235383.25,148290,359740.75,-193440.75,71629.75,28632.5,184991.25,159512.75,242940.5,129220.25,161260.5,41688.75,44345.75,-318166.75,133694,349243.75,320454.25,83429.25,98703.5,91122.25,208001,258799.25,-8128.246094,336707.25,-50011.74609,-167904.5,-54702.74609,187062.5,112990.25,54160,12109,160639.25,-44104.99609,32675.5,-70526.75,345715.25,172101.5,88883.75,132203.5,150138,95673,-124702.25,-156212,72071.75,952429.25,216539.75,6752,121577.25,164207.75,-2129.746094,-208755,38445.5,167286,-126467,-715147.25,-718239.5,-332630,-273151
-7313.746094,-167193.75,-166850.25,393006,484021,102560.25,-280019.75,75934.25,411029.75,74219.5,235440.75,148354.75,359730.5,-193618,71696,28798.5,184912.25,159461.5,242988,129244,161274.25,41648.75,44310.5,-318082.75,133601.75,349120.5,320336.75,83552.75,98827.75,91160.5,208099.75,258869.75,-8116.246094,336879,-49814.74609,-167655,-54657.49609,187086.75,113144.5,54274.5,12109.25,160831.5,-44170.24609,33077.25,-70320.5,345848.5,172208.25,89041.75,132307,150328.25,95923,-124852.75,-156032.5,72354.25,952550.75,216698,6842.25,121705.5,164348.75,-2106.746094,-209155,38618.25,167040.25,-126294,-715639,-718381.75,-331934.75,-273043.25
-7484.996094,-167393.75,-167005.25,392903,483970.25,102615.25,-280083.5,75871,411091.25,74181.5,235416,148310.5,359694.5,-193700,71816.5,28742,184791.5,159430,242946.5,129190.25,161174.5,41536.25,44199.5,-318110.25,133493.5,349080,320235.25,83457.5,98709.5,91138.75,208093.5,258774.75,-8306.746094,336911.5,-49898.99609,-167810.5,-54697.49609,187016.75,113004.5,54042.25,11759,160429.25,-44446.24609,32734,-70506,345704,172068.75,88979.75,132207.25,150134.5,95696.5,-125184.25,-155492.75,72161.5,952325.5,216587.75,6750,121680.25,164308,-2077.746094,-209723.25,38647.75,166563.5,-126242.5,-715131.5,-717910,-331889.25,-272993.5
-7673.996094,-167421.5,-167040,392995,484163.25,102577.75,-280120,75954.75,411399.5,74387.25,235478.25,148349.5,359822,-193460.75,71831.75,28596.25,184834.5,159507,243026,129227.25,161204.25,41442,44121.25,-318122.5,133305,348866.25,320036.75,83420.75,98707,91110.5,208090.75,258815.75,-8420.496094,336981.75,-50065.24609,-168008.25,-54694.49609,187034,112986,53989.25,11655.25,160241.75,-44282.99609,32580.25,-70547.5,345700.5,172145.75,89017.75,132199.25,150138.75,95707,-125402.25,-155259,72199.5,952194.75,216670.5,6800.5,121725,164389.25,-2050.246094,-209791.5,38686.75,166311.75,-126206.5,-715355.5,-718217.5,-332629.5,-273286.5
-7717.496094,-167409,-167136.25,393011,484207.75,102697.25,-280218,76067.5,411481.25,74467.25,235533.5,148423,359833,-193418,71785.75,28555.5,184837.75,159463.75,243076,129233.25,161141.25,41368,44008,-318220,133158.25,348764.5,319989.25,83492.5,98704.75,91145.5,208094.5,258807.75,-8438.246094,337063,-49956.74609,-168094.5,-54744.24609,187044.25,113072.75,54090.75,11740,160446.25,-44010.74609,32758.25,-70452.25,345779.5,172149.25,88999.5,132289.5,150220.5,95915.5,-125428,-155304.25,72241,952225.75,216678,6826.25,121747,164360.75,-2050.246094,-209461,38632,166469.25,-126076.5,-715514,-718371.25,-332829.25,-273532
-7767.746094,-167591.75,-167233,393101.25,484251.75,102709.25,-280382.5,75805,411373.75,74473.25,235587.5,148424,359848.25,-193437.75,71707.75,28640,184827,159428.5,243056.5,129200.25,161093.25,41359.5,43990.75,-318213.5,133073.5,348736,319966.75,83550.25,98766.25,91199.75,208126.75,258816.75,-8427.496094,337070.5,-49797.24609,-167865.5,-54741.49609,187131.25,113143.25,54156.75,11844.25,160432,-43811.74609,32753.75,-70384.75,345791.75,172217.25,89087.25,132340.75,150237.25,95960.75,-124943.75,-155343.25,72240.5,952294.5,216755.75,6826,121788.75,164404,-1878.746094,-208453,38677.25,166824,-126044.5,-715882,-718605,-332683.25,-273352
-7875.746094,-167968.75,-167393.5,393089.5,484248.5,102677.5,-280444.75,75653.5,411314,74475.75,235569.75,148398.75,359832,-193514.75,71672.25,28557.5,184825.75,159438,243026,129187.5,161031,41269.5,43954.25,-318347.5,133023.75,348721.5,319921.5,83716,98924.5,91170.25,208073.25,258789,-8582.246094,336776,-49721.49609,-167775.75,-54699.49609,187184.75,113170.75,54163.25,11705.75,160342,-43584.24609,32605,-70425,345875.25,172257.5,89060.25,132339.25,150201.5,95854,-124554.5,-155358,72176,952343.5,216747,6804.25,121743.5,164315.5,-2021.246094,-208344.25,38574.5,167261.5,-126104,-715794.5,-718614.25,-332670,-273412.5
-7944.996094,-167992.25,-167459,393337.75,484438.5,102865,-280255.75,75725.75,411395.25,74615.25,235770.5,148570.25,359918,-193591,71964,28600.25,184860,159442.75,243127.5,129181.25,161068.25,41249,43978,-318171,132947.75,348583.75,319745.5,83467.5,98686.25,91094,208191.25,258906.25,-8645.746094,336851.5,-49584.24609,-167561.75,-54592.49609,187397.25,113335.75,54239.75,11971,160474.25,-43396.99609,32687.25,-70282,346056.25,172434.5,89219.5,132433.5,150296,95784.5,-124205,-154873.25,72309.75,952613.75,216814,6892,121778.25,164401.75,-2014.746094,-208418,38440.25,167718.25,-126221.5,-715303.25,-718013.75,-332117.25,-272861.75
-7691.496094,-167902,-167436.75,393446.75,484503.75,102724.5,-280079,75921.75,411318.5,74637.75,235846,148648.25,359971.75,-193491.75,71904,28689.75,184842.25,159492.75,243174,129193.5,161084,41259,43969.25,-318101.5,132855.5,348576,319789.25,83457.75,98694.25,91156,208291.5,259018.75,-8485.246094,337074.5,-49689.74609,-168104.5,-54518.99609,187470.25,113451.5,54390.25,12127.25,160664.5,-43275.24609,32675.75,-70212.75,346140,172578,89314.25,132544.25,150382.25,95888,-124216.75,-155055.25,72308.5,952572,216886,6979,121798.75,164364,-2157.246094,-208387,38266.5,167648.25,-126439,-715313.75,-718039.25,-332215.25,-272761
-7420.996094,-167801.5,-167204.75,393305.75,484325,102578.5,-280087.25,75991,411281.25,74569.75,235833,148609.25,359931.5,-193487.75,71835.75,28748.25,184855.5,159464.25,243086.5,129235.25,161038,41328,44014.25,-318158.25,132992,348592.25,319773.75,83630.25,98887,91197,208290.5,258976,-8404.746094,337263.25,-49771.49609,-168046.25,-54542.99609,187410.25,113390.75,54260.5,11961.5,160601.75,-43485.49609,32522.5,-70269.75,346129.5,172506.75,89309.75,132537.25,150327.5,95849.25,-124337.25,-155172.5,72305.75,952577,216869,6947,121782,164328.75,-2174.496094,-208992.75,38221.25,167365.5,-126294,-715341.5,-718177.5,-332480.25,-272918.25
-7528.996094,-167573.25,-167209.25,393327.5,484364,102557,-280012.5,75965.5,411219.5,74553,235861.75,148622,359876.25,-193558.25,71714.25,28629.5,184769.25,159431,243088.25,129207.75,160997.25,41242.25,43925.25,-318240.25,132841,348504.5,319703.5,83468.25,98668,91140.75,208281.75,259057.75,-8453.496094,337251.25,-49712.74609,-167835.25,-54508.99609,187435.5,113460.5,54271.25,11940.25,160799,-43507.99609,32602,-70211.25,346157.5,172587.25,89346.75,132596.25,150378,95879.5,-124369,-155178.5,72321.75,952530.75,216867.75,6958.75,121767.25,164303.75,-2234.496094,-209204.75,38193.25,166892.25,-126301,-715727,-717994,-332538.25,-272927.25
-7861.996094,-167463.5,-167354,393403.25,484399,102467,-280039.25,75813,411106.5,74557.5,235886.75,148627.5,359858.25,-193687.25,71625.25,28490,184652,159388.25,243074,129218.25,160949,41104.5,43769.25,-318288.75,132686,348483.75,319672.25,83522.75,98777.25,91152.25,208322.75,259039.75,-8528.496094,337051,-49839.99609,-167469.25,-54498.99609,187486.5,113454.25,54270,12064.25,160793.25,-43489.99609,32697.5,-70174.5,346226.75,172582,89387,132594.25,150423,95952.5,-124489.75,-155249.75,72318.25,952423.75,216894,6939,121815.5,164320.75,-2206.996094,-209756.5,38249.25,166517.25,-126123.5,-715731,-718346.75,-332850.25,-273229.5
-7955.496094,-167248,-167304.75,393430.75,484294.25,102329,-280082.25,75813,411193.25,74571.5,235901.75,148642.75,359843.5,-193737.75,71592.75,28430.5,184628.5,159385.25,243108,129200,160881.5,41038.75,43731,-318379,132619.75,348538,319729,83607.75,98822.25,91167.5,208428.5,259053.25,-8635.996094,337076.5,-49889.74609,-167575.5,-54524.74609,187549.5,113522,54390.25,12255.5,160877.75,-43592.24609,32724,-70176.25,346263.25,172631.75,89374,132589.25,150459.75,95958.75,-124325,-155497.5,72342,952473,216919.75,6994,121839.5,164331.5,-2138.746094,-209701.5,38354,166537.25,-126003,-714922.5,-718077,-332663.75,-273037.75
-7777.496094,-167197.75,-167239.25,393414.25,484296.5,102380.25,-280014.75,75798.5,411169.25,74567.75,235957.5,148689.5,359834,-193640,71632.5,28414,184635.75,159325,243079.5,129173,160866.5,41056.5,43721.25,-318419.5,132543,348452.75,319583.75,83473.5,98697,91079,208349,259035,-8544.996094,337437.5,-49796.49609,-167544.5,-54543.24609,187604.5,113534.25,54404.25,12235.5,160794.25,-43415.74609,32716.25,-70171,346231.75,172609.75,89377.75,132602.5,150412.75,95945.25,-124288.5,-155995,72258.75,952404.25,216893.75,6913.25,121720.75,164154.5,-2282.246094,-209701.75,38092,166651.75,-126205,-714772,-717774.75,-332030.25,-272679.5
-7634.496094,-167362.25,-167355.75,393595.25,484468.5,102514,-280056,76022,411331.5,74720.25,236096.75,148735.5,359953,-193472,71499.75,28368,184673.5,159396.5,243125,129199.75,160891.5,41049.25,43705,-318343,132579,348410,319595.5,83635.75,98871.75,91116.25,208365.75,259082.25,-8399.746094,337641.5,-49620.74609,-167517.5,-54549.49609,187710.25,113625.5,54634.25,12366.5,160839.25,-43368.49609,32795.5,-70029.5,346301,172724.75,89473,132615.75,150447.25,95866.5,-124560.5,-155552.75,72164,952497,216897.5,6937.75,121703.25,164206.75,-2259.746094,-208826,38031.75,167044.5,-126132,-715408.5,-718346.25,-332133.25,-272382.75
-7462.996094,-167381.5,-167402.25,393750.75,484666.5,102718.5,-280037.25,76263.5,411459.75,74869.75,236249.25,148893.5,360119.25,-193372.5,71759.5,28614,184732.5,159475.25,243206.5,129191.5,160961.25,41064,43778.5,-318301.25,132521,348356.5,319544.25,83373.25,98544.25,91145.5,208415.25,259116.25,-8062.996094,337810.25,-49548.24609,-167593,-54321.99609,187847,113829.25,54805.75,12545,161029,-43165.74609,33010,-69874.25,346466,172915.25,89593.75,132805,150591,96103.5,-124554,-155385.75,72381.5,952549,216997.75,6998,121726.75,164205.5,-2386.746094,-207900,37841.75,167568.75,-126436.5,-715176.75,-718111.75,-332429.75,-272818.5
-7523.746094,-167319.75,-167038,393786.25,484560,102650.75,-279985.25,76813.25,410881.75,74788.5,236212.75,148925.5,360083,-193397,71826,28654.75,184738,159469.25,243211.5,129145.25,161012,41126.25,43790.75,-318111.5,132510.25,348316.5,319511.25,83256.5,98468,91114.75,208435.25,259150.25,-8090.496094,337508.25,-49596.24609,-167870.25,-54246.99609,187877,113838.75,54722.5,12445,161079,-43141.74609,33050.75,-69893,346499.5,172972,89597,132808,150557.75,96045,-124717,-155425.75,72322.5,952649.25,216950,7002.75,121731.75,164141.25,-2414.246094,-208209.25,37764.75,167706.75,-126569,-714970.5,-717852.25,-332445.5,-272972.25
-7786.746094,-167518.75,-166851.25,393793.75,484609.25,102890.25,-279991.25,76733.5,411133.75,74785.25,236259,148959.5,360102.5,-193317.5,71899,28479.75,184760.5,159511,243273,129237.75,161009,41083,43776,-318107.5,132501.5,348327.75,319490.75,83524.25,98749.5,91162.5,208507,259248.25,-8173.246094,336977.75,-49450.99609,-167801,-54203.74609,187905.5,113890.5,54812.75,12297.75,161264.25,-43171.49609,33291.25,-69754.25,346572.75,173006.5,89660,132851.5,150670,96184.5,-124562.75,-155438.75,72330.25,952842.75,217017.5,7070.75,121792,164212.5,-2240.496094,-208434,37921,167542,-126468.5,-715161.75,-718061.75,-333066,-272943.5
-7920.246094,-167695.75,-166849.5,393795.25,484704,103140.75,-280161,76748.25,411571,74994.5,236341.25,148954.5,360220.75,-193133.25,72257.75,28485.75,184852.5,159617.75,243310.25,129237.75,161034.5,41125,43816.75,-318107,132533.5,348248.25,319434,83582.75,98833,91153,208428.25,259279.5,-8517.746094,336916,-49479.74609,-167596.75,-54119.74609,187918.5,113860.25,54696.75,12143.75,161080.75,-43233.99609,33048.25,-69810,346535.5,173029.25,89654.75,132838.5,150685.25,96278.75,-124398,-155909.25,72489.75,952668,216966.25,7021.5,121768.75,164103.5,-2514.996094,-209042.75,37673.75,167079,-126630.5,-715089.75,-717700,-332628.75,-272677
-8049.996094,-167866,-167056,393799.5,484661,103198.75,-280254,76719.5,411663,74978.75,236280.75,148940.25,360232.25,-193104.5,71921.75,28342.75,184815.5,159586,243273.5,129175.25,160988,41049.25,43764.5,-318194,132460.25,348276.5,319454.5,83441,98679,91127,208419,259243.5,-8749.746094,337076.25,-49573.49609,-167708.75,-54039.24609,187885.5,113790,54630,11877.75,160849.75,-43602.49609,33061,-69872,346479.5,172915.25,89601.5,132790,150553.5,96055.25,-124784,-155409.75,72315.5,952412.5,216966,6927,121649,164018.5,-2517.496094,-209497.25,37579.75,166527,-126662,-715325.5,-718062.25,-332169.75,-272783.5
-7713.746094,-167715,-167002.75,393890.5,484749.5,103168,-280090,76699.75,411837,75094.25,236303.75,149041.25,360272,-193087.5,71520.75,28524,184767.5,159642.75,243264,129182.5,161037.25,41096.25,43772.75,-318124.25,132492.75,348242.25,319423,83437.25,98661.25,91139.25,208413.75,259218,-8420.996094,337153.25,-49815.24609,-167341.5,-54143.74609,187903.75,113800,54679.25,11834,160858.5,-44159.99609,33169.75,-69873.25,346494.75,172940.5,89625,132781.25,150535.5,95754.75,-124896.5,-154949.25,72138,952330,216943.25,6930.25,121626.5,164019.25,-2459.246094,-209573.25,37520.75,166192,-126706.5,-715097.5,-717898.25,-331995.25,-272960.75
-7636.746094,-167566.5,-167100.5,393823.25,484786,103188.25,-280089.75,76759.75,411958.75,75095,236339.5,149035,360238,-193058.75,71087,28476.75,184846,159638,243258.75,129245.75,161079,41151,43841.5,-318020,132567,348351,319471,83490.5,98739,91161.5,208421.75,259218.5,-8313.496094,336678.25,-49732.74609,-167202.25,-54381.74609,187856,113804.25,54675.25,12048.75,161016.5,-44095.49609,32897,-69947,346442.25,172919.25,89632,132716.5,150429,95794.75,-124940,-155095.75,72176.25,952160.25,217013.25,6920.5,121617.75,164002,-2493.746094,-209397.5,37489,166317.5,-126683.5,-715564.75,-717749.75,-331720.5,-272510.75
-7671.496094,-167420.75,-167085,393822.5,484717.5,103136.75,-279901.5,76374.25,411614.5,74962.75,236258.25,148934,360125.25,-193207.25,71265.5,28508,184800,159569,243193.25,129166.75,161007.75,41141,43786.75,-317947.5,132617.5,348413,319574,83441.25,98638.75,91056.5,208356.5,259192.75,-8303.246094,336876,-49494.24609,-167191.5,-54383.49609,187835.5,113787.75,54735,12448,160965.25,-43722.24609,32896.75,-69921,346463.5,172882.25,89589.75,132680,150524.25,96019.25,-124674,-155364,72174.5,952201,216923.25,6861.5,121565.25,163851.75,-2680.996094,-209123.75,37326.25,166496.25,-126877.5,-714735.75,-717531.25,-331804.25,-272452
-7555.746094,-167543.25,-167058.5,393791.5,484617.5,102801.75,-279985.75,76004.75,411295.25,74806.25,236186,148896.5,360038.25,-193477.75,71988.75,28530,184780,159496.75,243171,129143.75,161013.5,41068,43731.5,-318080.25,132569.75,348446.5,319610.75,83459,98675.75,91081.25,208301.75,259136.75,-8322.496094,337330.5,-49436.24609,-167264.5,-54348.99609,187836,113847,54746.75,12756.5,161118.75,-43488.99609,33113,-69841.75,346444.5,172888.25,89545.5,132707.25,150609,96187.25,-124211,-155427.5,72223.75,952451.5,216889.25,6896,121553,163869,-2752.746094,-208891.5,37298.5,166963.75,-126889.5,-714314,-717190.25,-332052,-272400
-7562.996094,-167804.5,-167026.25,393676,484502.75,102651.5,-280020.25,75745.5,411144.75,74710.5,236130.75,148829.25,359983,-193540.75,71875.5,28327,184768,159509.75,243086.25,129191.25,160995,41029.25,43733.5,-318341,132557,348519,319691.75,83379.75,98632.5,91130,208296.25,259088.5,-8332.496094,337606.25,-49588.99609,-167568.75,-54480.49609,187748.5,113775.25,54647.25,12675.25,161181.5,-43389.49609,33037.25,-69924.25,346400.5,172837,89510,132677,150579.5,96173,-124572,-155613.25,72156.5,952374.75,216881.25,6842.5,121478.5,163826.75,-2808.496094,-208630.25,37258.75,167408.25,-126696.5,-715183,-717881.75,-332148.5,-272652.5
-7889.746094,-168079.5,-167067,393606.25,484375.75,102562.25,-280080,76044.25,410915.25,74599.25,236030.75,148688.5,359879.75,-193611,72041,28443.5,184649.75,159431.75,243052.25,129126,160949.75,40967.25,43686.5,-318335.25,132523.25,348513.75,319713,83387,98618.5,91108.25,208290.75,259052.5,-8508.496094,337609,-49611.99609,-167674.5,-54472.49609,187685.75,113651.75,54446.5,12578.5,161144,-43255.24609,32962.5,-70054.5,346335,172732.75,89356.5,132616.25,150526,96216,-124714.5,-155829,72132.25,952446.25,216810,6825,121437,163766.75,-2824.996094,-208674.25,37288.75,167342.75,-126452.5,-716444.5,-718749.25,-332431,-272960.75
-8156.496094,-167853.75,-167015.25,393629.5,484527.25,102843.5,-280082.75,76198,411415.25,74845.25,236092,148811.5,360016.5,-193304.75,72262.75,28260,184824.5,159529.25,243148.25,129191.5,161030,40963.5,43721.25,-318246.25,132585,348627.25,319818,83550.5,98794.5,91103.5,208257.5,259071.25,-8672.996094,337219.5,-49818.24609,-167835.5,-54512.24609,187749.25,113642.5,54486.5,12346.5,160955.75,-43121.49609,32888.75,-69961.25,346349,172763,89403,132609.75,150572.25,96284,-124814.75,-155802,72118.75,952464.5,216839.25,6808.75,121384.25,163658.25,-2970.746094,-209006.75,37084,166984,-126749.5,-715666.75,-718285.25,-332571.25,-273195.25
-8183.746094,-167528.75,-166842.5,393753,484687.75,103062.5,-279920,76213.75,411600.25,74952.5,236241,148859,360158.25,-193081.75,72096.25,28307.25,184922.75,159648,243226.75,129203,161099,41099.5,43824.25,-318194.25,132723.25,348654,319828.75,83377.25,98613.5,91123,208293.5,259082.5,-8589.496094,337203,-49610.24609,-167667.25,-54378.74609,187839,113790.25,54576.25,12277.5,161025.75,-43223.99609,32929.5,-69928.25,346426.25,172848.5,89498.5,132693,150525.25,96158.5,-125156.5,-155705.5,71954.25,952247.25,216805,6796.75,121260.25,163472.75,-3114.996094,-210104.75,36753,166343,-127302.5,-715205.25,-717951,-332486.25,-273160.5
-8219.996094,-167631.25,-167074.75,393714.25,484692.25,102940.75,-279964.5,76124.25,411586,74887.75,236200.75,148871,360089.25,-193202.25,71870.5,28565.75,184835,159601.25,243158.5,129215.5,161117.5,41150.75,43827.75,-318159,132808.5,348757.25,319947.25,83339.25,98528,91115.5,208243,259039.5,-8642.996094,337323.25,-49510.49609,-167539.25,-54462.99609,187771.5,113792.75,54506.5,12422,161034.75,-43219.74609,33039,-69954.75,346397.25,172804.75,89422.5,132642.5,150461.25,95976.75,-124933.75,-155660,71867.75,952041,216737.5,6693,121165.75,163372.5,-3221.496094,-209821.75,36608.5,165748.5,-127526,-714916,-717856.75,-332266.5,-272596.25
-8343.996094,-167931.25,-167717.75,393514.5,484471.25,102740,-280220.25,75823,411390.75,74713.75,236019.5,148678.75,359958,-193301.25,71649.5,28586.5,184780.75,159463.25,243030.5,129170.25,161113.25,41157.25,43835,-318409.25,132750.25,348756.5,319948.5,83348.5,98548.75,91098.25,208161.75,258973,-8901.996094,337059.5,-49703.74609,-167732.5,-54699.49609,187608.5,113561.25,54466.5,12363.75,161004,-43333.49609,32957.5,-70040.5,346280.75,172670.5,89345.75,132513,150373.5,95828.5,-124744.75,-155696,71812.75,951892.75,216597.25,6579.5,121093.25,163340.75,-3226.996094,-210150.25,36613.5,165603.5,-127441,-715279.75,-718435,-332612,-273238.25
-8484.746094,-168023,-167818.75,393427.25,484326.25,102583,-280158.5,75723.25,411290.5,74590,235925.25,148633.75,359907,-193445.5,71528.75,28592.5,184750,159460.25,243067.25,129180,161159.75,41208.5,43881.5,-318358.75,132904.5,348837.5,320016,83336,98558.75,91108,208145.25,258950.5,-9089.246094,336678,-49925.74609,-168010.25,-54758.74609,187478.75,113520,54402.25,12112.5,160844.25,-43491.99609,32692,-70193.25,346134.75,172573.5,89274.75,132407.75,150242,95644,-124696,-155778,71704.25,951830.75,216534.25,6508.25,120949.25,163206.5,-3377.496094,-209784.75,36429.75,165650.5,-127662.5,-715275.25,-717994.25,-332533.25,-272862.5
-8533.246094,-168095.5,-167759.5,393356.75,484273.75,102489.25,-280403.25,75647.25,411097,74501.75,235909.25,148650.75,359826.5,-193677,71638.75,28629.25,184705.5,159498.75,243111.25,129220.75,161190,41303.5,43994,-318412,133034.25,348995.5,320221,83334.5,98596.75,91158.25,208146,258947.25,-9228.246094,336606.75,-50047.49609,-168213,-54848.24609,187466.25,113503.25,54326.75,12093,160838,-43462.74609,32617.25,-70254.5,346135.5,172595,89270.25,132411.25,150235,95632.25,-124677.5,-155878.75,71645.25,951911.25,216589.25,6560.25,120936.25,163157.5,-3439.996094,-209417.25,36417.25,166085,-127596.5,-715587.75,-718345.25,-333201.5,-273374.25
-8807.746094,-168347.5,-167701.25,393270.25,484133.75,102384.75,-280464.25,75677.5,410884,74443,235836.25,148585.75,359744.5,-193802.75,71848.75,28621.5,184649,159465.5,243011,129171,161217,41324.75,43956.75,-318449.25,133069.75,348993.5,320133.25,83099.75,98308.75,91110.75,208024.75,258912.5,-9315.746094,336444,-50045.99609,-168190,-54922.74609,187336.25,113297.5,54235.25,11985,160863.25,-43559.49609,32495.25,-70378.75,345974.25,172515.25,89199,132355.5,150134,95536.5,-124895.25,-155979.5,71618.5,951959.25,216508.5,6499.5,120842.5,163086.5,-3486.496094,-209404.25,36386.75,166559,-127611,-715867.75,-718377,-333239,-273601.5
-8920.496094,-168541.5,-167759.25,393286.5,484225.75,102271.5,-280458.5,75925.5,410907,74505.25,235862.5,148613.75,359837,-193605.75,71856.75,28693.5,184800.5,159553.75,243096.75,129194.25,161253,41420.75,44115.25,-318204.5,133174,348942.5,320121.75,83001.5,98195.5,91109.25,208004,258936.75,-9375.746094,336403.25,-50225.24609,-167938.5,-54935.49609,187303.75,113306,54330,11934.25,160792,-43454.99609,32619,-70346.75,345982.5,172416,89205.25,132342.25,150203.25,95677.25,-124933.25,-156393,71672,952149.5,216554.75,6539.25,120890,163120,-3474.246094,-209198.75,36344,166721,-127792,-715842.25,-718281.25,-331691.75,-272870
-9244.496094,-168438.75,-167879.25,393181,484094,101909.25,-280453.5,75988.25,410947.25,74385.25,235742.5,148558.75,359857.25,-193554.5,71711.5,28735.5,184845,159524.75,243097,129206.75,161340.25,41502.5,44152.75,-318300.25,133373.75,349040.75,320281.75,83297,98490.5,91125.25,207957.5,258893.5,-9588.246094,336306.5,-50459.99609,-167965.25,-55087.24609,187178,113205,54414.5,11871,160473.75,-43648.99609,32673.75,-70351.75,345930.5,172344.75,89145.5,132307.25,150156.5,95611.5,-125068.5,-156491.75,71606.25,952155.5,216550,6512,120945.5,163147,-3289.496094,-209296,36438.5,166619.75,-127635.5,-715546,-718684.75,-332030,-272793
